vol_acidity,tot_sulf_d,density,sulph,alcohol,class
-0.76969,0.411372,0.2084,0.718856,-0.490756,Low
-0.043675,-0.439813,-0.151896,-0.166063,1.104488,High
-1.551552,0.076978,-0.045927,0.600867,0.447623,High
1.827209,-0.257416,-1.073832,-0.579025,0.306866,High
-0.490454,-0.835006,0.441533,-0.520031,-0.021567,High
-0.881385,-0.835006,-0.66055,0.89584,0.729136,High
0.570645,-0.561411,-0.761221,-0.107068,-0.303081,High
0.235561,-0.62221,-0.528088,-0.284052,-0.209243,Low
0.403103,-0.62221,-1.953379,-0.873998,1.573677,Low
-0.713843,0.107377,0.573995,-0.461036,-0.021567,Low
-0.937232,-0.683009,-1.354651,0.246899,0.916812,High
0.849881,-0.62221,0.573995,-0.756009,-0.866108,Low
0.794034,-0.59181,0.494518,-0.697015,-0.959946,Low
0.849881,0.228975,-0.469805,0.010921,0.822974,High
1.157041,-0.561411,0.478623,-0.343047,-0.959946,Low
1.827209,-0.713408,-0.252567,-0.343047,0.54146,High
0.179714,-0.683009,-0.851296,0.12891,0.11919,High
1.966827,-0.804607,-0.204881,-0.579025,-0.490756,Low
1.827209,-0.713408,-0.252567,-0.343047,0.54146,High
0.403103,2.569733,-0.27906,-0.815004,-0.490756,Low
0.403103,2.569733,-0.27906,-0.815004,-0.490756,Low
0.403103,2.569733,-0.27906,-0.815004,-0.490756,Low
0.933652,-0.804607,-0.681744,-0.697015,-0.303081,Low
0.933652,-0.804607,-0.681744,-0.697015,-0.303081,Low
0.933652,-0.804607,-0.681744,-0.697015,-0.303081,Low
0.794034,-0.135818,-0.983758,0.954835,0.447623,High
-2.054178,0.168176,-0.957265,0.305894,0.729136,High
0.933652,-0.804607,-0.681744,-0.697015,-0.303081,Low
0.179714,-0.135818,-0.241971,-0.402042,-1.147622,Low
-0.099523,-0.379014,-1.476516,-0.520031,1.01065,High
-0.825538,-0.652609,-0.851296,-0.048074,0.635298,High
0.905729,1.748948,-0.226075,-0.873998,-0.866108,Low
0.291408,0.107377,-1.100324,0.069915,1.949029,High
-0.043675,-0.804607,-1.063235,-0.107068,1.292164,High
-1.272316,-0.531011,-0.459208,0.718856,0.353785,High
0.794034,-0.804607,-0.713535,0.069915,0.822974,High
0.179714,-0.439813,-1.444725,-0.343047,0.822974,Low
-0.993079,-0.62221,-1.084429,-0.343047,1.386002,High
0.179714,-0.439813,-1.444725,-0.343047,0.822974,Low
1.045347,-0.59181,-1.656665,-0.932993,1.386002,Low
-0.378759,1.566551,-0.512193,-0.225058,-0.584594,Low
-1.160621,-0.379014,-1.01025,0.836846,1.104488,High
-0.76969,0.046578,-0.957265,1.072824,1.01065,High
-1.216469,0.411372,-0.967862,1.131819,0.916812,High
0.45895,-0.561411,-1.015549,0.010921,0.447623,High
0.738187,1.688149,-1.381144,0.718856,2.230543,High
0.123866,-0.348615,-1.910992,0.954835,1.104488,High
1.184965,-0.62221,-1.444725,-0.579025,1.104488,High
-0.099523,-0.196617,-0.533387,0.541872,0.54146,High
0.514797,-0.257416,-0.125404,0.954835,-0.866108,High
0.403103,-0.07502,-0.978459,-0.461036,0.072271,Low
0.123866,0.137777,-0.861893,0.600867,0.729136,High
-0.099523,-0.196617,-0.533387,0.541872,0.54146,High
0.654416,-0.07502,-0.676446,0.305894,-0.209243,Low
-1.216469,-0.135818,-0.665849,0.010921,0.54146,High
